100667109,(61, 20),350563
100667109,(83, 28),1229
100667109,(50, 94),567779
100667109,(72, 33),50862
100667109,(36, 37),1265
100667109,(50, 93),186655
100667109,(58, 29),54
100667109,(59, 28),87706
100667109,(13, 35),25777
100667109,(86, 27),37873
100667109,(34, 33),14332
100667109,(58, 37),274
100667109,(96, 31),6002
100667109,(65, 96),1803
100667176,(87, 27),72805
100667176,(47, 64),120675
100667176,(92, 75),3006
100667176,(61, 98),12261
100667176,(57, 31),601
100667176,(61, 20),350563
100667176,(83, 28),1229
100667176,(50, 94),567779
100667176,(72, 33),50862
100667176,(36, 37),1265
100667176,(50, 93),186655
100667176,(58, 29),54
100667176,(59, 28),87706
100667176,(13, 35),25777
100667176,(86, 27),37873
100667176,(34, 33),14332
100667176,(58, 37),274
100667176,(96, 31),6002
100667176,(65, 96),1803
100667538,(87, 27),72805
100667538,(47, 64),120675
100667538,(92, 75),3006
100667538,(61, 98),12261
100667538,(57, 31),601
100667538,(61, 20),350563
100667538,(83, 28),1229
100667538,(50, 94),567779
100667538,(72, 33),50862
100667538,(36, 37),1265
100667538,(50, 93),186655
100667538,(58, 29),54
100667538,(59, 28),87706
100667538,(13, 35),25777
100667538,(15, 11),163780
100667538,(86, 27),37873
100667538,(34, 33),14332
100667538,(58, 37),274
100667538,(96, 31),6002
100667538,(65, 96),1803
100667544,(87, 27),72805
100667544,(47, 64),120675
100667544,(16, 18),24448
100667544,(92, 75),3006
100667544,(61, 98),12261
100667544,(57, 31),601
100667544,(61, 20),350563
100667544,(83, 28),1229
100667544,(50, 94),567779
100667544,(72, 33),50862
100667544,(36, 37),1265
100667544,(50, 93),186655
100667544,(58, 29),54
100667544,(59, 28),87706
100667544,(13, 35),25777
100667544,(15, 11),163780
100667544,(86, 27),37873
100667544,(34, 33),14332
100667544,(58, 37),274
100667544,(96, 31),6002
100667544,(65, 96),1803
100667551,(87, 27),72805
100667551,(47, 64),120675
100667551,(16, 18),24448
100667551,(92, 75),3006
100667551,(61, 98),12261
100667551,(57, 31),601
100667551,(61, 20),350563
100667551,(83, 28),1229
100667551,(50, 94),567779
100667551,(72, 33),50862
100667551,(36, 37),1265
100667551,(50, 93),186655
100667551,(58, 29),54
100667551,(59, 28),87706
100667551,(13, 35),25777
100667551,(15, 11),163780
100667551,(86, 27),37873
100667551,(34, 33),14332
100667551,(58, 37),274
100667551,(96, 31),6002
100667551,(82, 54),1281
100667551,(65, 96),1803
100667563,(87, 27),72805
100667563,(47, 64),120675
100667563,(16, 18),24448
100667563,(92, 75),3006
100667563,(61, 98),12261
100667563,(57, 31),601
100667563,(61, 20),350563
100667563,(83, 28),1229
100667563,(50, 94),567779
100667563,(72, 33),50862
100667563,(36, 37),1265
100667563,(50, 93),186655
100667563,(58, 29),54
100667563,(59, 28),87706
100667563,(13, 35),25777
100667563,(15, 11),163780
100667563,(86, 27),37873
100667563,(34, 33),14332
100667563,(58, 37),274
100667563,(96, 31),6002
100667563,(82, 54),1281
100667563,(65, 96),1803
100667563,(64, 15),1202
100667648,(87, 27),72805
100667648,(47, 64),120675
100667648,(16, 18),24448
100667648,(92, 75),3006
100667648,(61, 98),12261
100667648,(57, 31),601
100667648,(61, 20),350563
100667648,(83, 28),1229
100667648,(50, 94),567779
100667648,(72, 33),50862
100667648,(36, 37),1265
100667648,(50, 93),186655
100667648,(58, 29),54
100667648,(59, 28),87706
100667648,(13, 35),25777
100667648,(15, 11),163780
100667648,(86, 27),37873
100667648,(34, 33),14332
100667648,(58, 37),274
100667648,(96, 31),6002
100667648,(82, 54),1281
100667648,(65, 96),1803
100667648,(64, 15),1202
100667716,(87, 27),72805
100667716,(87, 26),33151
100667716,(47, 64),120675
100667716,(16, 18),24448
100667716,(92, 75),3006
100667716,(61, 98),12261
100667716,(57, 31),601
100667716,(61, 20),350563
100667716,(83, 28),1229
100667716,(50, 94),567779
100667716,(72, 33),50862
100667716,(36, 37),1265
100667716,(50, 93),186655
100667716,(58, 29),54
100667716,(59, 28),87706
100667716,(13, 35),25777
100667716,(15, 11),163780
100667716,(84, 26),6011
100667716,(86, 27),110997
100667716,(34, 33),14332
100667716,(58, 37),274
100667716,(96, 31),6002
100667716,(82, 54),1281
100667716,(65, 96),1803
100667716,(94, 20),601
100667716,(64, 15),1202
100667796,(87, 27),72805
100667796,(87, 26),33151
100667796,(47, 64),120675
100667796,(16, 18),24448
100667796,(92, 75),3006
100667796,(61, 98),12261
100667796,(57, 31),601
100667796,(61, 20),350563
100667796,(83, 28),1229
100667796,(50, 94),567779
100667796,(72, 33),50862
100667796,(36, 37),1265
100667796,(50, 93),186655
100667796,(58, 29),54
100667796,(59, 28),87706
100667796,(13, 35),25777
100667796,(15, 11),163780
100667796,(84, 26),6011
100667796,(86, 27),110997
100667796,(34, 33),14332
100667796,(58, 37),274
100667796,(96, 31),6002
100667796,(82, 54),1281
100667796,(65, 96),1803
100667796,(94, 20),601
100667796,(64, 15),1202
100667808,(87, 27),72805
100667808,(87, 26),33151
100667808,(47, 64),120675
100667808,(16, 18),24448
100667808,(92, 75),3006
100667808,(61, 98),12261
100667808,(57, 31),601
100667808,(61, 20),350563
100667808,(83, 28),1229
100667808,(50, 94),567779
100667808,(72, 33),50862
100667808,(36, 37),1265
100667808,(50, 93),186655
100667808,(58, 29),54
100667808,(59, 28),87706
100667808,(13, 35),25777
100667808,(15, 11),163780
100667808,(84, 26),6011
100667808,(86, 27),110997
100667808,(34, 33),14332
100667808,(58, 37),274
100667808,(96, 31),6002
100667808,(82, 54),1281
100667808,(65, 96),1803
100667808,(94, 20),601
100667808,(64, 15),1202
100667820,(87, 27),72805
100667820,(87, 26),33151
100667820,(47, 64),120675
100667820,(16, 18),24448
100667820,(92, 75),3006
100667820,(61, 98),12261
100667820,(57, 31),601
100667820,(61, 20),350563
100667820,(83, 28),1229
100667820,(50, 94),567779
100667820,(72, 33),50862
100667820,(36, 37),1265
100667820,(50, 93),186655
100667820,(58, 29),157
100667820,(59, 28),87706
100667820,(13, 35),25777
100667820,(15, 11),163780
100667820,(84, 26),6011
100667820,(86, 27),110997
100667820,(14, 34),1911
100667820,(34, 33),14332
100667820,(58, 37),274
100667820,(96, 31),6002
100667820,(82, 54),1281
100667820,(65, 96),1803
100667820,(94, 20),601
100667820,(64, 15),1202
100667844,(87, 27),72805
100667844,(87, 26),33151
100667844,(47, 64),120675
100667844,(16, 18),24448
100667844,(92, 75),3006
100667844,(61, 98),12261
100667844,(57, 31),601
100667844,(61, 20),350563
100667844,(83, 28),1229
100667844,(50, 94),567779
100667844,(72, 33),50862
100667844,(36, 37),1265
100667844,(50, 93),186655
100667844,(58, 29),157
100667844,(59, 28),87706
100667844,(13, 35),25777
100667844,(15, 11),163780
100667844,(84, 26),6011
100667844,(86, 27),110997
100667844,(14, 34),1911
100667844,(34, 33),14332
100667844,(58, 37),274
100667844,(96, 31),6002
100667844,(82, 54),1281
100667844,(65, 96),1803
100667844,(94, 20),601
100667844,(64, 15),1202
100667887,(87, 27),72805
100667887,(87, 26),33151
100667887,(47, 64),120675
100667887,(16, 18),24448
100667887,(92, 75),3006
100667887,(61, 98),12261
100667887,(57, 31),601
100667887,(61, 20),350563
100667887,(83, 28),1229
100667887,(50, 94),567779
100667887,(72, 33),50862
100667887,(36, 37),1265
100667887,(50, 93),186655
100667887,(58, 29),157
100667887,(59, 28),87706
100667887,(13, 35),25777
100667887,(15, 11),163780
100667887,(84, 26),6011
100667887,(86, 27),110997
100667887,(14, 34),1911
100667887,(85, 28),3006
100667887,(34, 33),14332
100667887,(58, 37),274
100667887,(96, 31),6002
100667887,(87, 29),1202
100667887,(74, 34),16990
100667887,(82, 54),1281
100667887,(65, 96),1803
100667887,(94, 20),601
100667887,(64, 15),1202
100667905,(87, 27),72805
100667905,(87, 26),33151
100667905,(47, 64),120675
100667905,(16, 18),24448
100667905,(92, 75),3006
100667905,(61, 98),12261
100667905,(57, 31),601
100667905,(61, 20),350563
100667905,(83, 28),1229
100667905,(50, 94),567779
100667905,(72, 33),50862
100667905,(57, 29),9246
100667905,(36, 37),1265
100667905,(52, 26),1607
100667905,(50, 93),186655
100667905,(58, 29),3536
100667905,(59, 28),87706
100667905,(13, 35),25777
100667905,(15, 11),163780
100667905,(58, 27),6982
100667905,(84, 26),6011
100667905,(86, 27),110997
100667905,(14, 34),9707
100667905,(53, 24),1984
100667905,(16, 35),5160
100667905,(85, 28),3006
100667905,(34, 33),14332
100667905,(58, 37),274
100667905,(96, 31),6002
100667905,(87, 29),1202
100667905,(74, 34),16990
100667905,(82, 54),1281
100667905,(65, 96),1803
100667905,(94, 20),601
100667905,(64, 15),1202
100668013,(87, 27),72805
100668013,(87, 26),33151
100668013,(47, 64),120675
100668013,(16, 18),24448
100668013,(92, 75),3006
100668013,(61, 98),12261
100668013,(57, 31),601
100668013,(61, 20),350563
100668013,(83, 28),1229
100668013,(50, 94),567779
100668013,(72, 33),50862
100668013,(57, 29),9246
100668013,(36, 37),1265
100668013,(52, 26),1607
100668013,(50, 93),186655
100668013,(58, 29),3536
100668013,(59, 28),87706
100668013,(13, 35),25777
100668013,(15, 11),163780
100668013,(58, 27),6982
100668013,(84, 26),6011
100668013,(86, 27),110997
100668013,(14, 34),9707
100668013,(53, 24),1984
100668013,(16, 35),5160
100668013,(85, 28),3006
100668013,(34, 33),14332
100668013,(58, 37),274
100668013,(96, 31),6002
100668013,(87, 29),1202
100668013,(74, 34),16990
100668013,(82, 54),1281
100668013,(65, 96),1803
100668013,(94, 20),601
100668013,(64, 15),1202
100668064,(87, 27),72805
100668064,(87, 26),33151
100668064,(47, 64),120675
100668064,(16, 18),24448
100668064,(92, 75),3006
100668064,(61, 98),12261
100668064,(57, 31),601
100668064,(61, 20),350563
100668064,(83, 28),1229
100668064,(50, 94),567779
100668064,(72, 33),50862
100668064,(57, 29),9246
100668064,(36, 37),1265
100668064,(52, 26),1607
100668064,(50, 93),186655
100668064,(58, 29),3536
100668064,(59, 28),87706
100668064,(13, 35),25777
100668064,(15, 11),163780
100668064,(58, 27),6982
100668064,(84, 26),6011
100668064,(86, 27),110997
100668064,(14, 34),9707
100668064,(53, 24),1984
100668064,(16, 35),5160
100668064,(85, 28),12839
100668064,(72, 45),49636
100668064,(34, 33),14332
100668064,(58, 37),274
100668064,(89, 30),658
100668064,(96, 31),6002
100668064,(87, 29),1202
100668064,(74, 34),16990
100668064,(82, 54),1281
100668064,(65, 96),1803
100668064,(94, 20),601
100668064,(64, 15),1202
100668139,(87, 27),72805
100668139,(87, 26),33151
100668139,(47, 64),120675
100668139,(16, 18),24448
100668139,(92, 75),3006
100668139,(61, 98),12261
100668139,(57, 31),601
100668139,(61, 20),350563
100668139,(83, 28),1229
100668139,(50, 94),567779
100668139,(72, 33),50862
100668139,(57, 29),9246
100668139,(36, 37),1265
100668139,(52, 26),1607
100668139,(50, 93),186655
100668139,(58, 29),3536
100668139,(59, 28),87706
100668139,(13, 35),25777
100668139,(15, 11),163780
100668139,(58, 27),6982
100668139,(84, 26),6011
100668139,(86, 27),110997
100668139,(14, 34),9707
100668139,(53, 24),1984
100668139,(16, 35),5160
100668139,(85, 28),12839
100668139,(72, 45),49636
100668139,(34, 33),14332
100668139,(58, 37),274
100668139,(89, 30),658
100668139,(96, 31),6002
100668139,(87, 29),1202
100668139,(74, 34),16990
100668139,(82, 54),1281
100668139,(65, 96),1803
100668139,(94, 20),601
100668139,(64, 15),1202
100668141,(87, 27),72805
100668141,(87, 26),33151
100668141,(87, 73),19666
100668141,(47, 64),120675
100668141,(16, 18),24448
100668141,(92, 75),3006
100668141,(61, 98),12261
100668141,(57, 31),601
100668141,(61, 20),350563
100668141,(83, 28),1229
100668141,(50, 94),567779
100668141,(72, 33),50862
100668141,(57, 29),9246
100668141,(36, 37),1265
100668141,(52, 26),1607
100668141,(14, 54),1982
100668141,(50, 93),186655
100668141,(86, 73),8026
100668141,(58, 29),3536
100668141,(59, 28),87706
100668141,(13, 35),25777
100668141,(15, 11),163780
100668141,(58, 27),6982
100668141,(5, 69),336252
100668141,(84, 26),6011
100668141,(86, 27),110997
100668141,(14, 34),9707
100668141,(53, 24),1984
100668141,(16, 35),5160
100668141,(85, 28),12839
100668141,(72, 45),49636
100668141,(34, 33),14332
100668141,(58, 37),274
100668141,(89, 30),658
100668141,(96, 31),6002
100668141,(87, 29),1202
100668141,(74, 34),16990
100668141,(85, 58),554
100668141,(82, 54),1281
100668141,(65, 96),1803
100668141,(85, 57),1808
100668141,(94, 20),601
100668141,(64, 15),1202
100668213,(87, 27),72805
100668213,(87, 26),33151
100668213,(87, 73),19666
100668213,(47, 64),120675
100668213,(16, 18),24448
100668213,(92, 75),3006
100668213,(61, 98),12261
100668213,(57, 31),601
100668213,(61, 20),350563
100668213,(83, 28),1229
100668213,(50, 94),567779
100668213,(72, 33),50862
100668213,(57, 29),9246
100668213,(36, 37),1265
100668213,(52, 26),1607
100668213,(14, 54),1982
100668213,(50, 93),186655
100668213,(86, 73),8026
100668213,(58, 29),3536
100668213,(59, 28),87706
100668213,(13, 35),25777
100668213,(15, 11),163780
100668213,(58, 27),6982
100668213,(5, 69),336252
100668213,(84, 26),6011
100668213,(86, 27),110997
100668213,(14, 34),9707
100668213,(53, 24),1984
100668213,(16, 35),5160
100668213,(85, 28),12839
100668213,(72, 45),49636
100668213,(34, 33),14332
100668213,(58, 37),274
100668213,(89, 30),658
100668213,(96, 31),6002
100668213,(87, 29),1202
100668213,(74, 34),16990
100668213,(85, 58),554
100668213,(82, 54),1281
100668213,(65, 96),1803
100668213,(85, 57),1808
100668213,(94, 20),601
100668213,(64, 15),1202
100668256,(87, 27),72805
100668256,(87, 26),33151
100668256,(87, 73),19666
100668256,(54, 88),14925
100668256,(47, 64),120675
100668256,(16, 18),24448
100668256,(92, 75),3006
100668256,(61, 98),12261
100668256,(57, 31),601
100668256,(61, 20),350563
100668256,(83, 28),1229
100668256,(50, 94),567779
100668256,(72, 33),50862
100668256,(57, 29),9246
100668256,(36, 37),1265
100668256,(52, 26),1607
100668256,(14, 54),1982
100668256,(50, 93),186655
100668256,(86, 73),8026
100668256,(58, 29),3536
100668256,(54, 87),4760
100668256,(59, 28),87706
100668256,(13, 35),25777
100668256,(15, 11),163780
100668256,(58, 27),6982
100668256,(5, 69),336252
100668256,(84, 26),6011
100668256,(86, 27),110997
100668256,(56, 90),4502
100668256,(14, 34),9707
100668256,(53, 24),1984
100668256,(16, 35),5160
100668256,(85, 28),12839
100668256,(72, 45),49636
100668256,(34, 33),14332
100668256,(58, 37),274
100668256,(89, 30),658
100668256,(96, 31),6002
100668256,(87, 29),1202
100668256,(74, 34),16990
100668256,(85, 58),554
100668256,(82, 54),1281
100668256,(65, 96),1803
100668256,(85, 57),1808
100668256,(94, 20),601
100668256,(64, 15),1202
100668322,(82, 52),5410
100668322,(81, 41),79052
100668322,(87, 27),72805
100668322,(87, 26),33151
100668322,(87, 73),19666
100668322,(54, 88),14925
100668322,(83, 52),1202
100668322,(47, 64),120675
100668322,(16, 18),24448
100668322,(92, 75),3006
100668322,(61, 98),12261
100668322,(57, 31),601
100668322,(61, 20),350563
100668322,(83, 28),1229
100668322,(50, 94),567779
100668322,(72, 33),50862
100668322,(57, 29),9246
100668322,(36, 37),1265
100668322,(52, 26),1607
100668322,(14, 54),1982
100668322,(50, 93),186655
100668322,(86, 73),8026
100668322,(58, 29),3536
100668322,(54, 87),4760
100668322,(59, 28),87706
100668322,(13, 35),25777
100668322,(15, 11),163780
100668322,(58, 27),6982
100668322,(5, 69),336252
100668322,(84, 26),6011
100668322,(86, 27),110997
100668322,(56, 90),4502
100668322,(14, 34),9707
100668322,(53, 24),1984
100668322,(16, 35),5160
100668322,(85, 28),12839
100668322,(72, 45),49636
100668322,(34, 33),14332
100668322,(58, 37),274
100668322,(89, 30),658
100668322,(96, 31),6002
100668322,(87, 29),1202
100668322,(99, 49),3415
100668322,(74, 34),16990
100668322,(85, 58),554
100668322,(82, 54),1281
100668322,(65, 96),1803
100668322,(85, 57),1808
100668322,(94, 20),601
100668322,(64, 15),1202
100668370,(82, 52),5410
100668370,(81, 41),79052
100668370,(87, 27),72805
100668370,(87, 26),33151
100668370,(87, 73),19666
100668370,(54, 88),14925
100668370,(83, 52),1202
100668370,(47, 64),120675
100668370,(43, 7),26727
100668370,(16, 18),24448
100668370,(92, 75),3006
100668370,(61, 98),12261
100668370,(57, 31),601
100668370,(61, 20),350563
100668370,(83, 28),1229
100668370,(50, 94),567779
100668370,(72, 33),50862
100668370,(57, 29),9246
100668370,(36, 37),1265
100668370,(52, 26),1607
100668370,(14, 54),1982
100668370,(50, 93),186655
100668370,(86, 73),8026
100668370,(58, 29),3536
100668370,(54, 87),4760
100668370,(59, 28),87706
100668370,(13, 35),25777
100668370,(15, 11),163780
100668370,(58, 27),6982
100668370,(5, 69),336252
100668370,(84, 26),6011
100668370,(86, 27),110997
100668370,(56, 90),4502
100668370,(14, 34),9707
100668370,(53, 24),1984
100668370,(16, 35),5160
100668370,(85, 28),12839
100668370,(72, 45),49636
100668370,(34, 33),14332
100668370,(58, 37),274
100668370,(89, 30),658
100668370,(96, 31),6002
100668370,(87, 29),1202
100668370,(99, 49),3415
100668370,(74, 34),16990
100668370,(85, 58),554
100668370,(82, 54),1281
100668370,(65, 96),1803
100668370,(85, 57),1808
100668370,(94, 20),601
100668370,(64, 15),1202
100668382,(82, 52),5410
100668382,(81, 41),79052
100668382,(87, 27),72805
100668382,(87, 26),33151
100668382,(87, 73),19666
100668382,(54, 88),14925
100668382,(83, 52),1202
100668382,(47, 64),120675
100668382,(43, 7),26727
100668382,(16, 18),24448
100668382,(92, 75),3006
100668382,(61, 98),12261
100668382,(57, 31),601
100668382,(61, 20),350563
100668382,(83, 28),1229
100668382,(50, 94),567779
100668382,(72, 33),50862
100668382,(57, 29),9246
100668382,(36, 37),1265
100668382,(52, 26),1607
100668382,(14, 54),1982
100668382,(50, 93),186655
100668382,(86, 73),8026
100668382,(58, 29),3536
100668382,(54, 87),4760
100668382,(59, 28),87706
100668382,(13, 35),25777
100668382,(15, 11),163780
100668382,(58, 27),6982
100668382,(5, 69),336252
100668382,(84, 26),6011
100668382,(86, 27),110997
100668382,(56, 90),4502
100668382,(14, 34),9707
100668382,(53, 24),1984
100668382,(16, 35),5160
100668382,(85, 28),12839
100668382,(72, 45),49636
100668382,(34, 33),14332
100668382,(58, 37),274
100668382,(89, 30),658
100668382,(96, 31),6002
100668382,(87, 29),1202
100668382,(99, 49),3415
100668382,(74, 34),16990
100668382,(85, 58),554
100668382,(82, 54),1281
100668382,(65, 96),1803
100668382,(85, 57),1808
100668382,(94, 20),601
100668382,(64, 15),1202
100668406,(82, 52),5410
100668406,(81, 41),79052
100668406,(87, 27),72805
100668406,(87, 26),33151
100668406,(87, 73),19666
100668406,(54, 88),14925
100668406,(83, 52),1202
100668406,(47, 64),120675
100668406,(43, 7),26727
100668406,(16, 18),24448
100668406,(92, 75),3006
100668406,(61, 98),12261
100668406,(57, 31),601
100668406,(61, 20),350563
100668406,(83, 28),1229
100668406,(50, 94),567779
100668406,(72, 33),50862
100668406,(57, 29),9246
100668406,(36, 37),1265
100668406,(52, 26),1607
100668406,(14, 54),1982
100668406,(50, 93),186655
100668406,(86, 73),8026
100668406,(58, 29),3536
100668406,(54, 87),4760
100668406,(59, 28),87706
100668406,(13, 35),25777
100668406,(15, 11),163780
100668406,(58, 27),6982
100668406,(5, 69),336252
100668406,(84, 26),6011
100668406,(86, 27),110997
100668406,(56, 90),4502
100668406,(14, 34),9707
100668406,(53, 24),1984
100668406,(16, 35),5160
100668406,(85, 28),12839
100668406,(72, 45),49636
100668406,(34, 33),14332
100668406,(58, 37),274
100668406,(89, 30),658
100668406,(96, 31),6002
100668406,(87, 29),1202
100668406,(99, 49),3415
100668406,(74, 34),16990
100668406,(85, 58),554
100668406,(82, 54),1281
100668406,(65, 96),1803
100668406,(85, 57),1808
100668406,(94, 20),601
100668406,(64, 15),1202
100668422,(82, 52),5410
100668422,(81, 41),79052
100668422,(87, 27),72805
100668422,(87, 26),33151
100668422,(87, 73),19666
100668422,(15, 35),7965
100668422,(54, 88),14925
100668422,(83, 52),1202
100668422,(47, 64),120675
100668422,(43, 7),26727
100668422,(16, 18),24448
100668422,(92, 75),3006
100668422,(61, 98),12261
100668422,(31, 34),377
100668422,(57, 31),601
100668422,(61, 20),350563
100668422,(83, 28),1229
100668422,(50, 94),567779
100668422,(72, 33),50862
100668422,(57, 29),9246
100668422,(36, 37),1265
100668422,(52, 26),1607
100668422,(14, 54),1982
100668422,(19, 45),9053
100668422,(50, 93),186655
100668422,(10, 36),335
100668422,(19, 44),20999
100668422,(86, 73),8026
100668422,(58, 29),4208
100668422,(98, 14),3513
100668422,(54, 87),4760
100668422,(59, 28),93029
100668422,(13, 35),99893
100668422,(15, 11),163780
100668422,(58, 27),6982
100668422,(5, 69),336252
100668422,(84, 26),6011
100668422,(86, 26),738
100668422,(86, 27),110997
100668422,(56, 90),4502
100668422,(14, 34),10607
100668422,(53, 24),1984
100668422,(16, 35),208298
100668422,(85, 28),12839
100668422,(72, 45),49636
100668422,(34, 33),14332
100668422,(58, 37),274
100668422,(89, 30),658
100668422,(14, 38),18580
100668422,(96, 31),6002
100668422,(87, 29),1202
100668422,(99, 49),3415
100668422,(74, 34),16990
100668422,(85, 58),554
100668422,(82, 54),1281
100668422,(65, 96),1803
100668422,(85, 57),1808
100668422,(94, 20),601
100668422,(91, 21),913
100668422,(64, 15),1202
100668466,(82, 52),5410
100668466,(81, 41),79052
100668466,(87, 27),72805
100668466,(87, 26),33151
100668466,(87, 73),19666
100668466,(15, 35),7965
100668466,(54, 88),14925
100668466,(83, 52),1202
100668466,(47, 64),120675
